zone,state,lga,sector,ea,hhid,indiv,cropcode,FILTER1,phl_q1,phl_q2,phl_q3,phl_q4__1,phl_q4__2,phl_q4__3,phl_q4__4,phl_q4__5,phl_q4__6,phl_q5
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,46,19005,2,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,46,19005,5,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,46,19005,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,2486,19032,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,2486,19032,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,2486,19032,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,2486,19032,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,2486,19032,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19038,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19038,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19039,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19039,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19044,101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19044,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19047,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19047,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19047,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5103,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5102,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,2001,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5104,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5105,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5101,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5102,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5103,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5105,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,2001,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,412,19048,5104,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,5,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,4,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,3,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19049,2,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19050,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19050,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19050,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19050,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19050,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,5101,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,5,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,5,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,3,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,5101,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19051,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19052,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19052,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19052,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19052,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19052,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19054,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1303,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1901,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1303,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1901,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,5101,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,4,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1901,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1303,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,5101,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,4,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,3,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19055,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19056,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19056,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19056,5101,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19056,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19058,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19058,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19058,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19058,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. RURAL,1020,19058,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1301,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1301,1080. MAIZE,YES,1. YES,2,4,1,0,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1301,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19061,1301,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19062,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19062,4,1080. MAIZE,YES,1. YES,2,3,1,0,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19062,7,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19062,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19062,8,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19063,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19064,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19064,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19064,2,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19064,1,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,7,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,6,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,5,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,2,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,7,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,5,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,6,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,2,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,7,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,1,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,2,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,7,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,6,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19066,5,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,1,2060. CUCUMBER,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,2,2060. CUCUMBER,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,3,2060. CUCUMBER,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,4,2060. CUCUMBER,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,2,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,3,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,4,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,1,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,2,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,4,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19068,3,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19069,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19069,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19069,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19070,4,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19070,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19070,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19070,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19070,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19071,301,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19071,5,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19071,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19071,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19071,1301,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19071,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19072,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19072,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,10,19072,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,2,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,1,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,2,1080. MAIZE,YES,1. YES,2,4,0,1,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,2,"1121. YAM, WHITE",YES,1. YES,1,3,0,0,0,1,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,1,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19073,2,2120. OKRO,YES,1. YES,1,3,1,0,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2,1020. CASSAVA,YES,1. YES,2,3,1,0,0,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,1,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2,1080. MAIZE,YES,1. YES,2,4,1,0,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,1,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2,"2142. PEPPER, SMALL (RODO)",YES,1. YES,2,4,0,0,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,1,"2142. PEPPER, SMALL (RODO)",YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,1,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2,2190. PUMPKIN,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5105,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5101,1020. CASSAVA,YES,1. YES,1,2,1,0,0,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5102,1020. CASSAVA,YES,1. YES,2,3,1,0,0,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5104,1020. CASSAVA,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5103,1020. CASSAVA,YES,1. YES,1,3,1,0,0,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5104,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5102,1080. MAIZE,YES,1. YES,1,3,0,1,1,0,0,0,0. NONE
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5103,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,5105,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19080,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19080,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19080,101,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19080,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19081,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19081,3,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19081,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19082,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19082,1,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19082,1,2120. OKRO,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,1301,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,6,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,9,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,1,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,2,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,8,1080. MAIZE,YES,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19085,1,1020. CASSAVA,YES,1. YES,2,4,1,0,0,0,1,0,0. NONE
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19085,2,1020. CASSAVA,YES,1. YES,2,3,1,0,0,0,1,0,0. NONE
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19085,1,1080. MAIZE,YES,1. YES,1,3,1,0,1,0,0,0,0. NONE
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19085,2,1080. MAIZE,YES,1. YES,2,3,1,0,1,0,0,0,0. NONE
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19087,2,1080. MAIZE,YES,2. NO,,,,,,,,,
